REGIST_DT,PRDUCT,PRSRV_PD,MAIN_FNCTN,SUNGSANG,INTAKE_HINT1,SRV_USE,STTEMNT_NO,DISTB_PD,BASE_STANDARD,COMPANY_NM,STDR_STND,IMAGE_URL
20180620,트리플 루테인 오메가3,"① 직사광선을 피해 서늘한 곳에 보관하시고, 어린이의 손이 닿지 않는 곳에 보관하십시오.
② 제품 개봉 후에는 흡습이 일어날 수 있으니 반드시 밀봉하여 보관하십시오.","눈건강
에너지생성
세포보호
면역기능
혈행개선","이미, 이취가 없고 고유의 향미가 있는 붉은색의 내용물을 함유한 암적색의 연질캡슐","① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하",제조일로부터 24개월,"EPA와 DHA의 합:표시량(600mg/1300mg)의 80~120%
루테인:표시량(20mg/1300mg)의 80~120%
비타민A:표시량(700ugRE/1300mg)의 80~150%
비타민B1:표시량(1.2mg/1300mg)의 80~180%
비타민B2:표시량(1.4mg/1300mg)의 80~180%
아연:표시량(8.5mg/1300mg)의 80~150%",뉴트리원라이프,"1300mg X (2, 3, 4, 6, 8, 9, 10, 12, 15, 16, 18, 20, 21, 24, 27, 30, 33, 36, 40, 42, 45, 48, 50, 54, 60, 63, 66, 70, 72, 80, 81, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200, 210, 220, 230, 240, 250, 260, 270, 280, 300, 350, 360, 365, 400, 730) 캡슐",http://img.danawa.com/prod_img/500000/491/941/img/6941491_1.jpg?shrink=160:160&_v=20190604155054
20170329,튼튼닷컴 19종 생유산균,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 
② 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.",장건강,흰노란색의 분말을 함유한 연한 노란 연두색의 경질캡슐,"① 특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 
② 나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하",제조일로부터 18개월,프로바이오틱스 수:표시량(1.0x10^8cfu/350mg) 이상,튼튼닷컴,"350mg * 1C(0.35g), 2C, 3C, 4C, 7C, 14C, 28C, 30C, 56C, 60C, 90C, 120C, 150C, ···.",http://img.danawa.com/prod_img/500000/534/993/img/3993534_1.jpg?shrink=500:500&_v=20180523145743
20170317,튼튼닷컴 6년근홍삼정에브리데이,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
② 제품 개봉 후에는 변질될 수 있으므로 곧바로 섭취하십시오.
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","면역기능
피로개선",갈색의 액상,"① 의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1포를 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하",제조일로부터 18개월,진세노사이드:표시량(4mg/10g)의 80%이상,튼튼닷컴,"10g * 1포(10g), 2포, 4포,7포, 14포,15포, 28포, 30포, 56포, 60포, 90포, 100포, 112포, 120포, 160포, 180포, 224포, 240포, 300포, ···.",http://img.danawa.com/prod_img/500000/224/731/img/6731224_1.jpg?shrink=500:500&_v=20181128115144
20180525,튼튼닷컴 CLA공액리놀레산 다이어트,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 
② 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오. 
④ 온도 및 습도등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.",체지방감소,연미색의 내용물을 함유한 투명 연질캡슐,"① 위장장애가 발생할 수 있음 
② 영유아, 임산부는 섭취를 삼가야 함 
③ 식사조절, 운동을 병행하는 것이 체지방 감소에 효과적임","1일 1회, 1회 2캡슐을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.5 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):5.0 이하",제조일로부터 2년,공액리놀레산:표시량(1600mg/2140mg)의 80~120%,튼튼닷컴,"1070mg x 1C (1.07g), 2C, 4C, 8C, 10C, 14C, 20C, 28C, 30C, 40C, 42C, 50C, 60C, 84C, 90C, 92C, 100C, 112C, 120C, 152C, 168C, 180C, 200C, 212C, 224C, 240C, 252C, 272C, 300C, …",http://img.danawa.com/prod_img/500000/481/773/img/7773481_1.jpg?shrink=500:500&_v=20190423134936
20150522,튼튼닷컴 나토키나제 프리미엄,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
② 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오.
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","에너지생성
세포보호
엽산대사",점박이가 있는 미황색 장방형의 주황색 코팅정제,"① 특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 
② 나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다","1일 1회, 1회 1정을 물과 함께 섭취하십시오","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 2년,"피브린용해효소활성:표시량(2261U/500mg)의 80~120%
비타민B6:표시량(0.45mg/500mg)의 80~150%
엽산:표시량(122ug/500mg)의 80~150%
철:표시량(3.6mg/500mg)의 80~150%
비타민B12:표시량(1.2ug/500mg)의 80~180%",튼튼닷컴,"500mg * 1정(0.5g), 7정, 10정, 14정, 15정, 20정, 28정, 30정, 40정, 42정, 50정, 56정, 60정, 90정, 120정, 150정, 180정, ···.",http://img.danawa.com/prod_img/500000/263/741/img/3741263_1.jpg?shrink=500:500&_v=20180903084407
20150522,튼튼닷컴 루테인 프리미엄,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
② 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오.
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.
④ 온도 및 습도등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.","눈건강
세포보호
면역기능",적갈색의 내용물을 함유한 흑갈색의 연질캡슐,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일1회, 1회1캡슐을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"루테인:표시량(20mg/500mg)의 80~120%
비타민E:표시량(3.3mg a-TE/500mg)의 80~150%
아연:표시량(8.5mg/500mg)의 80~150%
베타카로틴:표시량(1.26mg/500mg)의 80~150%
비타민A:표시량(210ug RE/500mg)의 80~150%",튼튼닷컴,"500mg x 1C (0.5g), 14C,  28C, 30C, 56C, 60C, 84C, 90C, 120C, 150C, 168C, 180C, 210C, 240C, 252C, 270C, 300C, ….",http://img.danawa.com/prod_img/500000/427/684/img/3684427_1.jpg?shrink=500:500&_v=20180903084803
20150522,튼튼닷컴 밀크씨슬,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오
② 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오
④ 온도 및 습도등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오","에너지생성
세포보호
면역기능
간건강",황갈색의 내용물을 함유한 흑갈색의 연질캡슐,"① 알레르기 반응이 나타나는 경우에는 섭취 중단 
② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의
③ 특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다",1일 1회 1회 1캡슐을 물과 함께 섭취하십시오.,"납(mg/kg):1.0 이하
카드뮴(mg/kg):0.5 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하
초산에틸(mg/kg):50.0 이하",제조일로부터 2년,"실리마린:표시량(130mg/1000mg)의 80~120%
아연:표시량(8.5mg/1000mg)의 80~150%
비타민B1:표시량(1.2mg/1000mg)의 80~180%
비타민B2:표시량(1.4mg/1000mg)의 80~180%
비타민B6:표시량(1.5mg/1000mg)의 80~150%
비타민E:표시량(3.3mgα-TE/1000mg)의 80~150%",튼튼닷컴,"1000mg x 1C (1.0g), 7C,14C,  28C, 30C, 56C, 60C, 84C, 90C, 120C, 150C, 168C, 180C, 210C, 240C, 252C, 270C, 300C,360C …",http://img.danawa.com/prod_img/500000/363/684/img/3684363_1.jpg?shrink=500:500&_v=20181128164319
20160404,튼튼닷컴 비타민D 2000IU,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 
② 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","에너지생성
세포보호
면역기능
뼈형성",밝은 황갈색 점박이가 있는 백색 장방형의 백색 코팅정제,"① 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
② 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
③ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
④ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑤ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.
⑥ 알레르기 반응이 나타나는 경우에는 섭취 중단","1일 1회, 1회 1정을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 2년,"비타민D:표시량(50ug/600mg)의 80~180%
아연:표시량(4.25mg/600mg)의 80~150%
비타민B6:표시량(0.75mg/600mg)의 80~150%
비타민B1:표시량(0.6mg/600mg)의 80~180%
비타민B2:표시량(0.7mg/600mg)의 80~180%",튼튼닷컴,"600mg * 1정(0.6g), 2정, 7정, 14정, 28정, 30정, 32정, 36정, 56정, 60정, 84정, 90정, 112정, 120정, 150정, 180정, ···.",http://img.danawa.com/prod_img/500000/530/234/img/6234530_1.jpg?shrink=500:500&_v=20180801101837
20150522,튼튼닷컴 스피루리나,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
② 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오.
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","면역기능
피부건강",흰 점박이 있는 녹색의 삼각형 제피정제,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 5정을 씹어서 섭취하십시오","납(mg/kg):3.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):0.5 이하
총비소(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하
총페오포르바이드(mg/kg):1000 이하",24개월,"총엽록소:표시량(12mg/1250mg)의 80~120%
아연:표시량(8.5mg/1250mg)의 80~150%",튼튼닷컴,"250mg*1T(0.25g), 5T, 10T, 35T, 140T, 150T, 280T,3 00T, 560T, 600T, 840T, 9 00T",http://img.danawa.com/prod_img/500000/967/996/img/3996967_1.jpg?shrink=500:500&_v=20170228134718
20150522,튼튼닷컴 쏘팔메토,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오
② 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오
④ 온도 및 습도등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오","에너지생성
세포보호
면역기능
전립선건강
지구력증진",암갈색의 내용물을 함유한 흑갈색의 연질캡슐,"① 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
② 특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다",1일 1회 1회 1캡슐을 물과 함께 섭취하십시오.,"납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 2년,"로르산:표시량(89.6mg/500mg)의 80~120%
아연:표시량(4.25mg/500mg)의 80~150%
비타민B1:표시량(1.2mg/500mg)의 80~180%
비타민B2:표시량(1.4mg/500mg)의 80~180%
비타민B6:표시량(1.5mg/500mg)의 80~150%
비타민E:표시량(3.3mgα-TE/500mg)의 80~150%
옥타코사놀:표시량(7mg/500mg)의 80~120%",튼튼닷컴,"500mg x 1C (0.5g), 14C,  28C, 30C, 56C, 60C, 84C, 90C, 120C, 150C, 168C, 180C, 210C, 240C, 252C, 270C, 300C, …",http://img.danawa.com/prod_img/500000/092/684/img/3684092_1.jpg?shrink=500:500&_v=20180213143020
20180716,튼튼닷컴 아쿠아히알루론산,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 
② 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오. 
④ 온도 및 습도 등의 변화에 의해 캡슐이 붙는 현상이 발생 될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.","세포보호
뼈형성
피부건강",미황색의 내용물을 함유한 백색의 연질캡슐,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.","납(mg/kg):2.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):0.5 이하
총비소(mg/kg):1.0 이하
헥산(mg/kg):5.0",제조일로부터 2년,"히알루론산:표시량(120mg/600mg)의 80~120%
비타민E:표시량(11mg α-TE/600mg)의 80~150%
비타민A:표시량(700μg RE/600mg)의 80~150%
비타민D:표시량(10μg/600mg)의 80~180%",튼튼닷컴,"600mg × 1C (0.600g), 2C, 4C, 6C, 8C, 10C, 14C, 16C, 20C, 28C, 30C, 40C, 44C, 50C, 56C, 60C, 84C, 92C, 100C, 112C, 120C, 152C, 168C, 180C, 200C, 212C, 224C, 240C, 252C, 272C, 300C, ….",http://img.danawa.com/prod_img/500000/708/125/img/8125708_1.jpg?shrink=500:500&_v=20190611121726
20160316,튼튼닷컴 알로에 쾌변,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 
② 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.",장건강,흰 노란색 장방형의 흐린 연두색 코팅 정제,"① 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
② 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
③ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
④ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑤ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.
⑥ 알레르기 반응이 나타나는 경우에는 섭취 중단","1일 1회, 1회 2정을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하",제조일로부터 24개월,안트라퀴논계화합물:표시량(20mg/1600mg)의 80~120%,튼튼닷컴,"800mg x 1정(0.8g), 2정, 14정, 28정, 30정, 50정, 56정, 60정, 90정, 100정, 112정, 120정, 160정, 180정, 240정, 360정, ···",http://img.danawa.com/prod_img/500000/227/052/img/5052227_1.jpg?shrink=500:500&_v=20180903083727
20150522,튼튼닷컴 엽산600철분비타민D,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오
② 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오","에너지생성
세포보호
면역기능
뼈형성
엽산대사",점박이가 있는 갈색의 장방형 회색제피정제,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.",1일 1회 1회 1정(1정 0.6g)을 충분한 물과 함께 섭취하십시오,"납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"엽산:표시량(600ug/600mg)의 80~150%
철:표시량(12mg/600mg)의 80~150%
아연:표시량(8.5mg/600mg)의 80~150%
비타민D:표시량(10ug/600mg)의 80~180%
비타민B12:표시량(2.4ug/600mg)의 80~180%",튼튼닷컴,"600mg x 1T (0.6g), 2T, 3T, 4T, 15T, 30T, 45T, 60T, 90T, 120T, 150T, 180T …",http://img.danawa.com/prod_img/500000/848/684/img/3684848_1.jpg?shrink=500:500&_v=20170707134736
20150522,튼튼닷컴 오메가3-ADE 1200,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
② 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오.
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.
④ 온도 및 습도등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.","세포보호
뼈형성
혈행개선",미황색의 내용물을 함유한 투명의 연질캡슐,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.","납(mg/kg):3.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"EPA와 DHA의 합:표시량(600mg/1200mg)의 80~120%
비타민E:표시량(11mg a-TE/1200mg)의 80~150%
비타민A:표시량(700ug RE/1200mg)의 80~150%
비타민D:표시량(10ug/1200mg)의 80~180%",튼튼닷컴,"1200mg x 1C (1.2g), 14C,  28C, 30C, 56C, 60C, 84C, 90C, 120C, 150C, 168C, 180C, 210C, 240C, 252C, 270C, 300C, ….",http://img.danawa.com/prod_img/500000/748/740/img/3740748_1.jpg?shrink=500:500&_v=20170227110340
20150522,튼튼닷컴 종합비타민미네랄,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
② 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오.
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","에너지생성
세포보호
면역기능
뼈형성
엽산대사",점박이가 있는 장방형의 노란색 코팅정제,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1정을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 2년,"비타민A:표시량(350ug/1000mg)의 80~150%
비타민B1:표시량(0.6mg/1000mg)의 80~180%
비타민B2:표시량(0.7mg/1000mg)의 80~180%
나이아신:표시량(7.5mgNE/1000mg)의 80~150%
판토텐산:표시량(2.5mg/1000mg)의 80~180%
비타민B6:표시량(0.75mg/1000mg)의 80~150%
비오틴:표시량(15ug/1000mg)의 80~180%
엽산:표시량(200ug/1000mg)의 80~150%
비타민B12:표시량(1.2ug/1000mg)의 80~180%
비타민C:표시량(50mg/1000mg)의 80~150%
비타민D:표시량(5ug/1000mg)의 80~180%
비타민E:표시량(5.5mg a-TE/1000mg)의 80~150%
비타민K:표시량(35ug/1000mg)의 80~180%
철:표시량(6mg/1000mg)의 80~150%
아연:표시량(4.25mg/1000mg)의 80~150%",튼튼닷컴,"1,000mg * 1정(1g), 10정, 15정, 20정, 30정, 40정, 50정, 60정, 90정, 120정, 150정, 180정, ···.",http://img.danawa.com/prod_img/500000/913/969/img/3969913_1.jpg?shrink=500:500&_v=20171122190455
20150522,튼튼닷컴 징코맥스,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
② 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오.
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","에너지생성
세포보호
면역기능
혈행개선
엽산대사",황갈색 장방형의 녹색 제피정제,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1정(1정, 1000mg)을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하",제조일로부터 24개월,"플라보놀 배당체:표시량(36mg/1000mg)의 80~120%
비타민B2:표시량(1.4mg/1000mg) 의 80~180%
비타민B6:표시량(1.5mg/1000mg) 의 80~150% 
나이아신:표시량(15mg/1000mg) 의 80~150%
판토텐산:표시량(5mg/1000mg) 의 80~180%
비오틴:표시량(30ug/1000mg) 의 80~180%
엽산:표시량(400ug/1000mg) 의 80~150%
비타민E:표시량(11mg α-TE/1000mg) 의 80~150%
철:표시량(12mg/1000mg) 의 80~150%
아연:표시량(8.5mg/1000mg) 의 80~150%
셀렌:표시량(55ug/1000mg) 의 80~150%",튼튼닷컴,"1000mg*1정(1g), 6정, 42정,90정, 180정, 240정, 300정, 360정, 420정, 540정, ···.",http://img.danawa.com/prod_img/500000/791/740/img/3740791_1.jpg?shrink=500:500&_v=20170224101237
